Task ID,Type,Name,Status,Project,Context,Start Date,Due Date,Completion Date,Duration,Flagged,Notes,Tags
1,Project,Probability and Statistics,active,,,,2020-01-01 01:00:00 +0000,,12000m,0,,
1.1,Action,STATS 311,,Probability and Statistics,,,,,1800m,0,"Total time 30h

High level objective

1. Organize EE377 into lecture notes on notability

2. Review these notes to ensure memory if its content
",
1.1.1,Action,Classes,,Probability and Statistics,,,,2019-04-01 07:00:00 +0000,,0,Actual time 11h30m,
1.1.1.1,Action,Organize notes for interactive analysis,,Probability and Statistics,,,,2019-03-21 00:14:28 +0000,90m,0,,
1.1.1.2,Action,Organize notes for final lectures,,Probability and Statistics,,,2019-03-18 00:00:00 +0000,2019-03-18 22:48:27 +0000,60m,0,,
1.1.1.3,Action,Organize notes for Mar 7 class,,Probability and Statistics,,,,2019-03-11 01:23:04 +0000,30m,0,,
1.1.1.4,Action,Organize notes for Mar 5 class,,Probability and Statistics,,,2019-03-11 06:00:00 +0000,2019-03-11 04:47:35 +0000,90m,0,,
1.1.1.5,Action,Class Mar 14,,Probability and Statistics,,,2019-03-15 00:00:00 +0000,2019-03-14 23:58:39 +0000,90m,0,,
1.1.1.6,Action,Class Mar 12,,Probability and Statistics,,,2019-03-13 00:00:00 +0000,2019-03-12 22:13:38 +0000,90m,0,,
1.1.1.7,Action,Class Feb-28,,Probability and Statistics,,,,2019-02-28 23:58:36 +0000,90m,0,,
1.1.1.8,Action,Class Mar 7,,Probability and Statistics,,,,2019-03-08 04:11:48 +0000,60m,0,,
1.1.1.9,Action,Organize nodes for Assouad,,Probability and Statistics,,,2019-03-11 00:00:00 +0000,2019-03-10 23:31:25 +0000,90m,0,,
1.1.2,Action,Homeworks,,Probability and Statistics,,,,2019-04-01 07:00:00 +0000,,0,Actual time 2h30m,
1.1.2.1,Action,HW4 - Part 1,,Probability and Statistics,,,2019-03-12 00:00:00 +0000,2019-03-12 06:50:00 +0000,60m,0,,
1.1.2.2,Action,HW4 - Part 2,,Probability and Statistics,,,,2019-03-12 22:14:22 +0000,30m,0,,
1.1.2.3,Action,HW4 - Part 3,,Probability and Statistics,,,2019-03-13 00:00:00 +0000,2019-03-15 06:38:33 +0000,60m,0,,
1.1.3,Action,Reviews,,Probability and Statistics,,,,,780m,0,,
1.1.3.1,Action,Full review,,Probability and Statistics,,,2019-09-16 00:00:00 +0000,,60m,0,,
1.1.3.2,Action,Full review,,Probability and Statistics,,,2019-08-03 00:00:00 +0000,2019-08-04 20:15:58 +0000,60m,0,,
1.1.3.3,Action,Full review 3-2,,Probability and Statistics,,,2019-07-03 00:00:00 +0000,2019-07-04 19:40:56 +0000,60m,0,,
1.1.3.4,Action,Full review 3,,Probability and Statistics,,,2019-07-02 00:00:00 +0000,2019-07-02 06:46:54 +0000,30m,0,,
1.1.3.5,Action,Chapter Reviews,,Probability and Statistics,,,,2019-06-06 03:39:36 +0000,,0,Actual time 8h50m,
1.1.3.5.1,Action,Surrogate Loss,,Probability and Statistics,,,,2019-06-06 03:39:18 +0000,,0,Actual time 50m,
1.1.3.5.1.1,Action,Review 2,,Probability and Statistics,,,,2019-04-02 21:16:43 +0000,20m,0,,
1.1.3.5.1.2,Action,Review 1,,Probability and Statistics,,,2019-03-20 00:00:00 +0000,2019-03-21 22:54:08 +0000,30m,0,,
1.1.3.5.2,Action,Estimation Lower Bound,,Probability and Statistics,,,,2019-06-06 03:39:19 +0000,,0,Actual time 1h20m,
1.1.3.5.2.1,Action,Review 3,,Probability and Statistics,,,,2019-04-02 21:16:32 +0000,20m,0,,
1.1.3.5.2.2,Action,Review 2,,Probability and Statistics,,,2019-03-21 00:00:00 +0000,2019-03-21 23:55:03 +0000,30m,0,,
1.1.3.5.2.3,Action,Review 1,,Probability and Statistics,,,2019-03-20 00:00:00 +0000,2019-03-20 01:55:08 +0000,30m,0,,
1.1.3.5.3,Action,Privacy,,Probability and Statistics,,,,2019-06-06 03:39:19 +0000,,0,Actual time 1h40m,
1.1.3.5.3.1,Action,Review Privacy 5,,Probability and Statistics,,,2019-03-31 00:00:00 +0000,2019-03-30 19:29:58 +0000,10m,0,,
1.1.3.5.3.2,Action,Review Privacy 4,,Probability and Statistics,,,2019-03-22 00:00:00 +0000,2019-03-23 04:23:42 +0000,10m,0,,
1.1.3.5.3.3,Action,Review Privacy 3,,Probability and Statistics,,,2019-03-12 00:00:00 +0000,2019-03-14 17:34:45 +0000,20m,0,,
1.1.3.5.3.4,Action,Review Privacy 1,,Probability and Statistics,,,2019-02-17 01:00:00 +0000,2019-02-22 08:00:00 +0000,30m,0,,
1.1.3.5.3.5,Action,Review Privacy 2,,Probability and Statistics,,,2019-03-11 00:00:00 +0000,2019-03-10 06:43:14 +0000,30m,0,,
1.1.3.5.4,Action,PAC Bayes,,Probability and Statistics,,,,2019-06-06 03:39:20 +0000,,0,Actual time 1h40m,
1.1.3.5.4.1,Action,Review PAC Bayes,,Probability and Statistics,,,2019-03-26 00:00:00 +0000,2019-03-27 08:37:00 +0000,10m,0,,
1.1.3.5.4.2,Action,Review PAC Bayes,,Probability and Statistics,,,2019-03-23 00:00:00 +0000,2019-03-23 04:32:44 +0000,10m,0,,
1.1.3.5.4.3,Action,Review PAC Bayes 3,,Probability and Statistics,,,2019-03-13 00:00:00 +0000,2019-03-14 17:34:44 +0000,10m,0,,
1.1.3.5.4.4,Action,Review PAC Bayes 2,,Probability and Statistics,,,,2019-03-10 06:16:19 +0000,10m,0,,
1.1.3.5.4.5,Action,Review PAC Bayes,,Probability and Statistics,,,2019-03-03 01:00:00 +0000,2019-03-03 07:40:42 +0000,60m,0,,
1.1.3.5.5,Action,Tail Bounds,,Probability and Statistics,,,,2019-06-06 03:39:21 +0000,,0,Actual time 3h20m,
1.1.3.5.5.1,Action,Review Tail bounds 5,,Probability and Statistics,,,2019-03-31 00:00:00 +0000,2019-03-30 19:30:01 +0000,10m,0,,
1.1.3.5.5.2,Action,Review Tail bounds 4,,Probability and Statistics,,,2019-03-22 00:00:00 +0000,2019-03-23 04:37:48 +0000,10m,0,,
1.1.3.5.5.3,Action,Review Tail bounds 1,,Probability and Statistics,,,2019-03-03 01:00:00 +0000,2019-03-03 07:40:40 +0000,60m,0,,
1.1.3.5.5.4,Action,Review Tail bounds 2,,Probability and Statistics,,,2019-03-11 00:00:00 +0000,2019-03-10 06:09:51 +0000,30m,0,,
1.1.3.5.5.5,Action,Review Tail bounds 3,,Probability and Statistics,,,2019-03-13 00:00:00 +0000,2019-03-14 17:29:33 +0000,30m,0,,
1.1.3.6,Action,Full review 1,,Probability and Statistics,,,2019-05-02 00:00:00 +0000,2019-05-09 04:43:02 +0000,60m,0,,
1.1.3.7,Action,Full review 2,,Probability and Statistics,,,2019-06-09 00:00:00 +0000,2019-06-08 21:56:29 +0000,90m,0,,
1.1.3.8,Action,Full review 1,,Probability and Statistics,,,2019-04-13 00:00:00 +0000,2019-04-15 18:46:12 +0000,60m,0,,
1.2,Action,Information Geometry,,Probability and Statistics,,,,,600m,0,"High level objective:

Ensure a deep understanding on fisher information ",
1.2.1,Action,Fisher Information,,Probability and Statistics,,,,,,0,,
1.2.1.1,Action,Review tutorial 2,,Probability and Statistics,,,,,,0,,
1.2.1.2,Action,Review tutorial on Fisher information,,Probability and Statistics,,,2019-06-21 00:00:00 +0000,2019-06-20 05:41:11 +0000,90m,0,,
1.3,Action,Bayesian Statistics,,Probability and Statistics,,,2019-10-02 00:00:00 +0000,,600m,0,"High level objective:

1. participate in reading group

2. organize content of reading group into notes in notability

3. review these notes to ensure memory",
1.3.1,Action,Notes,,Probability and Statistics,,,,,300m,0,,
1.3.1.1,Action,Organize reading group 1 notes,,Probability and Statistics,,,2019-03-07 03:00:00 +0000,2019-03-07 02:02:02 +0000,60m,0,,
1.3.2,Action,Reading Groups,,Probability and Statistics,,,,,600m,0,,
1.3.2.1,Action,Reading Group 1,,Probability and Statistics,,,2019-02-28 01:00:00 +0000,2019-02-28 03:00:35 +0000,120m,0,,
1.3.2.2,Action,Reading Group 2,,Probability and Statistics,,,2019-03-07 01:00:00 +0000,2019-03-07 00:17:10 +0000,120m,0,,
1.3.3,Action,Reviews,,Probability and Statistics,,,,,1200m,0,,
1.3.3.1,Action,Review 2,,Probability and Statistics,,,2019-04-15 00:00:00 +0000,2019-04-22 16:20:13 +0000,10m,0,,
1.3.3.2,Action,Review reading group 1 & 2,,Probability and Statistics,,,2019-03-29 00:00:00 +0000,2019-03-29 07:00:00 +0000,10m,0,,
1.3.3.3,Action,Review reading group 1 & 2,,Probability and Statistics,,,2019-03-09 01:00:00 +0000,2019-03-10 05:33:02 +0000,20m,0,,
1.4,Action,Probability as Extended Logic,,Probability and Statistics,,,,,2400m,0,,
1.4.1,Action,Review,,Probability and Statistics,,,,,1200m,0,,
1.4.2,Action,Reading,,Probability and Statistics,,,,,1200m,0,,
1.4.2.1,Action,Read chapter 1-2,,Probability and Statistics,,,,,,0,,
1.5,Action,Statistical Decision Theory,,Probability and Statistics,,,,,1200m,0,Objective,
1.5.1,Action,Note Taking,,Probability and Statistics,,,,,,0,,
1.5.1.1,Action,Chapter 6,,Probability and Statistics,,,,,,0,,
1.5.1.2,Action,Chapter 5,,Probability and Statistics,,,,,,0,,
1.5.1.3,Action,Chapter 4,,Probability and Statistics,,,,,,0,,
1.5.1.4,Action,Chapter 3,,Probability and Statistics,,,,,,0,,
1.5.1.5,Action,Chapter 2,,Probability and Statistics,,,,,,0,,
1.5.1.6,Action,Chapter 1,,Probability and Statistics,,,,,,0,,
1.5.2,Action,Reviews,,Probability and Statistics,,,,,,0,,
1.5.2.1,Action,Review Chapter 1-2,,Probability and Statistics,,,,,,0,,
1.5.2.2,Action,Review Chapter 3-4,,Probability and Statistics,,,,,,0,,
1.6,Action,Game Theoretic Probability,,Probability and Statistics,,,,,1800m,0,,
1.6.1,Action,Reading Sessions,,Probability and Statistics,,,,,720m,0,,
1.6.1.1,Action,Reading session,,Probability and Statistics,,,,2019-09-04 00:28:34 +0000,120m,0,,
1.6.1.2,Action,Reading session,,Probability and Statistics,,,2019-09-04 00:00:00 +0000,2019-09-03 02:52:51 +0000,60m,0,,
1.6.1.3,Action,Reading session,,Probability and Statistics,,,2019-08-22 00:00:00 +0000,2019-08-22 05:19:17 +0000,30m,0,,
1.6.1.4,Action,Reading session,,Probability and Statistics,,,2019-08-23 00:00:00 +0000,2019-08-26 20:36:54 +0000,60m,0,,
1.6.1.5,Action,Reading session,,Probability and Statistics,,,,2019-08-19 18:43:23 +0000,60m,0,,
1.6.1.6,Action,Reading session,,Probability and Statistics,,,,2019-08-19 05:53:22 +0000,30m,0,,
1.6.1.7,Action,Reading session,,Probability and Statistics,,,,2019-08-18 03:13:33 +0000,60m,0,,
1.6.1.8,Action,Reading session,,Probability and Statistics,,,,2019-08-16 07:00:00 +0000,60m,0,,
1.6.1.9,Action,Reading session,,Probability and Statistics,,,,2019-08-13 06:33:33 +0000,90m,0,,
1.6.1.10,Action,Reading session,,Probability and Statistics,,,,2019-08-12 05:03:05 +0000,60m,0,,
1.6.1.11,Action,Reading session,,Probability and Statistics,,,2019-03-23 06:00:00 +0000,2019-03-24 05:49:51 +0000,60m,0,,
1.6.1.12,Action,Reading session,,Probability and Statistics,,,2019-03-15 04:00:00 +0000,2019-03-15 21:57:12 +0000,60m,0,,
1.6.2,Action,Reviews,,Probability and Statistics,,,,,600m,0,,
1.6.2.1,Action,Review chapter 3,,Probability and Statistics,,,,2019-03-23 04:46:38 +0000,10m,0,,
1.6.3,Action,Reading Groups,,Probability and Statistics,,,,,420m,0,,
1.6.3.1,Action,reading group,,Probability and Statistics,,,2019-04-09 00:00:00 +0000,2019-04-09 05:17:59 +0000,90m,0,,
1.6.3.2,Action,reading group,,Probability and Statistics,,,,2019-03-16 01:18:23 +0000,60m,0,,
1.6.3.3,Action,Prepare reading group,,Probability and Statistics,,,,2019-03-15 21:57:51 +0000,60m,0,,
1.7,Action,Monte Carlo Theory,,Probability and Statistics,,,,,600m,0,,
1.7.1,Action,Book by Art Owen,,Probability and Statistics,,,,,600m,0,,
1.7.1.1,Action,Reviews,,Probability and Statistics,,,,,,0,,
1.7.1.1.1,Action,Review 1,,Probability and Statistics,,,2019-06-20 00:00:00 +0000,2019-06-29 05:42:36 +0000,60m,0,,
1.8,Action,MATH 230A,,Probability and Statistics,,,,,3000m,0,,
1.9,Action,Misc Topics,,Probability and Statistics,,,,,900m,0,,
1.9.1,Action,Copulas,,Probability and Statistics,,,,,,0,,
1.9.1.1,Action,Reading,,Probability and Statistics,,,2019-04-07 00:00:00 +0000,2019-04-07 05:03:46 +0000,90m,0,,
1.10,Action,Robust Statistics,,Probability and Statistics,,,,,1800m,0,,
1.10.1,Action,Readings,,Probability and Statistics,,,,,,0,,
1.10.1.1,Action,Reading session,,Probability and Statistics,,,2019-07-22 00:00:00 +0000,2019-07-22 03:25:20 +0000,120m,0,,
1.10.1.2,Action,Reading session,,Probability and Statistics,,,,2019-07-21 01:58:50 +0000,150m,0,,
1.10.1.3,Action,Reading session,,Probability and Statistics,,,2019-07-10 00:00:00 +0000,2019-07-09 07:00:00 +0000,30m,0,,
1.10.1.4,Action,Reading session,,Probability and Statistics,,,2019-07-08 06:00:00 +0000,2019-07-08 05:27:54 +0000,45m,0,,
1.10.2,Action,Reviews,,Probability and Statistics,,,,,,0,,
1.10.2.1,Action,Review 1,,Probability and Statistics,,,2019-07-26 00:00:00 +0000,2019-07-30 07:00:00 +0000,30m,0,,
1.10.3,Action,Reading group,,Probability and Statistics,,,,,,0,,
1.10.3.1,Action,Meeting 6,,Probability and Statistics,,,,2019-07-31 00:55:19 +0000,105m,0,,
1.10.3.2,Action,Prepare reading group,,Probability and Statistics,,,,2019-07-24 01:44:05 +0000,90m,0,,
1.10.3.3,Action,Prepare reading group,,Probability and Statistics,,,2019-07-23 00:00:00 +0000,2019-07-23 05:17:19 +0000,90m,0,,
1.10.3.4,Action,Meeting 4,,Probability and Statistics,,,2019-07-24 00:00:00 +0000,2019-07-24 01:43:50 +0000,120m,0,,
1.10.3.5,Action,Meeting 3,,Probability and Statistics,,,2019-07-17 00:00:00 +0000,2019-07-17 00:04:07 +0000,120m,0,,
1.10.3.6,Action,Meeting 2,,Probability and Statistics,,,2019-07-10 00:00:00 +0000,2019-07-10 00:03:21 +0000,120m,0,,
1.10.3.7,Action,Meeting 1,,Probability and Statistics,,,2019-07-03 06:00:00 +0000,2019-07-03 03:38:36 +0000,100m,0,,
1.10.3.8,Action,Logistic meeting,,Probability and Statistics,,,,2019-06-28 00:02:21 +0000,30m,0,,
1.11,Action,Onhold Topics,,Probability and Statistics,,,,,,0,,
1.11.1,Action,EE 378B,,Probability and Statistics,,,,,600m,0,,
1.11.1.1,Action,Reviews,,Probability and Statistics,,,,,1200m,0,,
1.11.1.2,Action,Lectures,,Probability and Statistics,,,,,1200m,0,,
1.11.1.2.1,Action,Lecture 4.1,,Probability and Statistics,,,,2019-04-01 23:34:56 +0000,60m,0,,
1.11.1.2.2,Action,Lecture 4.10,,Probability and Statistics,,,,2019-04-10 21:15:39 +0000,80m,0,,
2,Project,Math and Physics,active,,,,2020-01-01 01:00:00 +0000,,9000m,0,,
2.1,Action,Geometric Anatomy of Physics Lecture,,Math and Physics,,,,,2400m,0,,
2.1.1,Action,Lectures,,Math and Physics,,,2020-01-01 01:00:00 +0000,,1200m,0,,
2.1.1.1,Action,Lecture 12-2,,Math and Physics,,,2019-04-20 00:00:00 +0000,2019-04-21 03:53:16 +0000,40m,0,,
2.1.1.2,Action,Lecture 12-1,,Math and Physics,,,2019-04-16 00:00:00 +0000,2019-04-14 07:00:00 +0000,70m,0,,
2.1.1.3,Action,Lecture 11,,Math and Physics,,,,2019-04-12 06:04:37 +0000,100m,0,,
2.1.1.4,Action,Lecture 10,,Math and Physics,,,2019-04-10 00:00:00 +0000,2019-04-09 07:00:00 +0000,90m,0,,
2.1.1.5,Action,Lecture 9,,Math and Physics,,,2019-04-08 00:00:00 +0000,2019-04-08 07:00:00 +0000,90m,0,,
2.1.1.6,Action,Lecture 8,,Math and Physics,,,2019-04-06 00:00:00 +0000,2019-04-06 05:50:52 +0000,120m,0,,
2.1.1.7,Action,Lecture 7,,Math and Physics,,,2019-04-02 00:00:00 +0000,2019-04-02 05:47:32 +0000,90m,0,,
2.1.1.8,Action,Lecture 6,,Math and Physics,,,2019-04-01 00:00:00 +0000,2019-03-31 07:00:00 +0000,120m,0,,
2.1.1.9,Action,Lecture 5,,Math and Physics,,,2019-03-31 00:00:00 +0000,2019-03-31 04:27:15 +0000,90m,0,,
2.1.1.10,Action,Lecture 4,,Math and Physics,,,2019-03-30 00:00:00 +0000,2019-03-29 07:00:00 +0000,60m,0,,
2.1.1.11,Action,Lecture 3,,Math and Physics,,,2019-03-28 06:00:00 +0000,2019-03-28 06:45:51 +0000,90m,0,,
2.1.1.12,Action,Lecture 2,,Math and Physics,,,,2019-03-27 06:59:00 +0000,60m,0,,
2.1.2,Action,Reviews,,Math and Physics,,,2020-01-01 01:00:00 +0000,,60m,0,,
2.1.2.1,Action,Review lecture 1-12,,Math and Physics,,,2019-07-05 00:00:00 +0000,2019-07-05 20:12:39 +0000,60m,0,,
2.1.2.2,Action,Review lecture 1-11,,Math and Physics,,,2019-06-09 00:00:00 +0000,2019-06-07 07:00:00 +0000,45m,0,,
2.1.2.3,Action,Review lecture 1-10,,Math and Physics,,,2019-05-23 06:00:00 +0000,2019-05-22 21:57:26 +0000,45m,0,,
2.1.2.4,Action,Review lecture 1-12,,Math and Physics,,,2019-04-29 00:00:00 +0000,2019-04-28 20:24:35 +0000,60m,0,,
2.1.2.5,Action,Review lecture 6-11,,Math and Physics,,,2019-04-15 00:00:00 +0000,2019-04-20 22:53:06 +0000,30m,0,,
2.1.2.6,Action,Review lecture 1-10,,Math and Physics,,,2019-04-11 06:59:00 +0000,2019-04-10 07:00:00 +0000,60m,0,,
2.1.2.7,Action,Review lecture 1-8,,Math and Physics,,,2019-04-08 00:00:00 +0000,2019-04-07 07:00:00 +0000,30m,0,,
2.1.2.8,Action,Review lecture 1-5,,Math and Physics,,,2019-04-01 00:00:00 +0000,2019-03-31 07:00:00 +0000,30m,0,,
2.1.2.9,Action,Review lecture 1-3,,Math and Physics,,,2019-03-29 00:00:00 +0000,2019-03-29 07:00:00 +0000,10m,0,,
2.2,Action,Manifolds (Munkres),,Math and Physics,,,,,1800m,0,,
2.2.1,Action,Review,,Math and Physics,,,,,,0,,
2.2.1.1,Action,Review chapter 5-7,,Math and Physics,,,2019-06-11 00:00:00 +0000,2019-06-22 21:48:07 +0000,120m,0,,
2.2.2,Action,Reading,,Math and Physics,,,,,,0,,
2.3,Action,Abstract Algebra,,Math and Physics,,,,,1800m,0,,
2.3.1,Action,Algebraic Geometry,,Math and Physics,,,,,,0,,
2.3.2,Action,Module Theory,,Math and Physics,,,2019-10-02 00:00:00 +0000,,,0,,
2.3.2.1,Action,Review,,Math and Physics,,,,,,0,,
2.3.2.2,Action,Reading,,Math and Physics,,,,,360m,0,,
2.3.3,Action,Ring Theory,,Math and Physics,,,2019-10-02 00:00:00 +0000,,720m,0,,
2.3.3.1,Action,Review,,Math and Physics,,,,,360m,0,,
2.3.3.1.1,Action,Review session,,Math and Physics,,,2019-07-04 00:00:00 +0000,2019-07-06 19:05:13 +0000,30m,0,,
2.3.3.1.2,Action,Review session,,Math and Physics,,,2019-06-19 00:00:00 +0000,2019-06-19 04:46:51 +0000,30m,0,,
2.3.3.2,Action,Reading,,Math and Physics,,,,,360m,0,,
2.3.3.2.1,Action,Reading session,,Math and Physics,,,,2019-07-29 07:00:00 +0000,45m,0,,
2.3.3.2.2,Action,Reading session,,Math and Physics,,,2019-07-29 00:00:00 +0000,2019-07-28 07:00:00 +0000,60m,0,,
2.3.3.2.3,Action,Reading session,,Math and Physics,,,2019-07-26 00:00:00 +0000,2019-07-28 06:24:19 +0000,30m,0,,
2.3.3.2.4,Action,Reading session,,Math and Physics,,,2019-07-07 00:00:00 +0000,2019-07-06 19:05:08 +0000,60m,0,,
2.3.3.2.5,Action,Reading session,,Math and Physics,,,,2019-06-18 04:05:23 +0000,60m,0,,
2.3.4,Action,Group Theory,,Math and Physics,,,,,720m,0,,
2.3.4.1,Action,Reviews,,Math and Physics,,,,,360m,0,,
2.3.4.1.1,Action,Review 5,,Math and Physics,,,2019-06-08 00:00:00 +0000,2019-06-18 02:21:20 +0000,35m,0,,
2.3.4.1.2,Action,Review 6,,Math and Physics,,,2019-07-25 00:00:00 +0000,2019-08-04 18:48:13 +0000,45m,0,,
2.3.4.1.3,Action,Review 4,,Math and Physics,,,2019-05-10 22:00:00 +0000,2019-05-22 20:34:07 +0000,45m,0,2 Weeks,
2.3.4.1.4,Action,Review 3,,Math and Physics,,,2019-04-15 00:00:00 +0000,2019-04-15 23:45:46 +0000,60m,0,,
2.3.4.1.5,Action,Review 2,,Math and Physics,,,2019-04-07 00:00:00 +0000,2019-04-09 17:23:06 +0000,60m,0,,
2.3.4.1.6,Action,Review 1,,Math and Physics,,,2019-03-30 00:00:00 +0000,2019-03-29 19:45:27 +0000,60m,0,,
2.3.4.2,Action,Reading,,Math and Physics,,,,,360m,0,,
2.3.4.2.1,Action,Reading session,,Math and Physics,,,,2019-03-29 19:45:25 +0000,60m,0,,
2.3.4.2.2,Action,Reading session,,Math and Physics,,,,2019-03-26 18:25:33 +0000,60m,0,,
2.3.4.2.3,Action,Reading session,,Math and Physics,,,,2019-03-26 06:13:07 +0000,60m,0,,
2.3.4.2.4,Action,Reading session,,Math and Physics,,,,2019-03-24 04:52:15 +0000,60m,0,,
2.3.4.2.5,Action,Reading session,,Math and Physics,,,2019-03-23 06:00:00 +0000,2019-03-22 21:12:52 +0000,60m,0,,
2.4,Action,Dynamical Systems Theory,,Math and Physics,,,,,600m,0,,
2.4.1,Action,Lecture by Steven Strogatz,,Math and Physics,,,,,240m,0,,
2.4.1.1,Action,Review 2,,Math and Physics,,,2019-04-05 00:00:00 +0000,2019-04-05 08:39:34 +0000,20m,0,,
2.4.1.2,Action,Review 1,,Math and Physics,,,2019-03-31 00:00:00 +0000,2019-03-31 05:57:15 +0000,60m,0,,
2.5,Action,Analysis,,Math and Physics,,,,,1200m,0,,
2.5.1,Action,Lectures Ole Christensen,,Math and Physics,,,,,,0,,
2.5.1.1,Action,Lectures,,Math and Physics,,,,,,0,,
2.5.1.2,Action,Reviews,,Math and Physics,,,,,,0,,
2.5.2,Action,Functional Analysis John Cagnol,,Math and Physics,,,,,600m,0,,
2.5.2.1,Action,Reviews,,Math and Physics,,,,,,0,,
2.5.2.1.1,Action,Review 1,,Math and Physics,,,,2019-06-13 07:00:00 +0000,45m,0,,
2.6,Action,PDE,,Math and Physics,,,,,,0,,
2.6.1,Action,Misc,,Math and Physics,,,,,,0,,
2.6.1.1,Action,Video 3Blue1Brown,,Math and Physics,,,,2019-07-28 02:59:42 +0000,40m,0,,
3,Project,Miscellaneous,active,,,,2020-01-01 01:00:00 +0000,,3000m,0,,
3.1,Action,Learning Habits,,Miscellaneous,,,,,,0,,
3.2,Action,ML Lunch,,Miscellaneous,,,,,,0,,
3.2.1,Action,lunch Mar-13,,Miscellaneous,,,,2019-03-13 19:54:52 +0000,60m,0,,
3.3,Action,Developer Skills,,Miscellaneous,,,2020-01-01 01:00:00 +0000,,3000m,0,,
3.3.1,Action,Web Development,,Miscellaneous,,,,,,0,,
3.3.1.1,Action,HTML,,Miscellaneous,,,,,600m,0,,
3.3.1.1.1,Action,Learning session,,Miscellaneous,,,,2019-03-08 07:58:29 +0000,60m,0,,
3.3.1.1.2,Action,Learning session,,Miscellaneous,,,,2019-03-22 08:26:32 +0000,50m,0,,
3.3.2,Action,Linux Commands,,Miscellaneous,,,,,,0,,
3.4,Action,Conferences,,Miscellaneous,,,,,,0,,
4,Project,Research Frontier,active,,,,2020-01-01 01:00:00 +0000,,6000m,0,,
4.1,Action,Science Mag,,Research Frontier,,,,,,0,,
4.1.1,Action,Reading,,Research Frontier,,,,,,0,,
4.1.1.1,Action,Reading session,,Research Frontier,,,2019-06-19 00:00:00 +0000,2019-06-19 05:28:53 +0000,30m,0,,
4.2,Action,MIT,,Research Frontier,,,,,,0,,
4.3,Action,CMU,,Research Frontier,,,,,,0,,
4.4,Action,Stanford,,Research Frontier,,,,,,0,,
4.5,Action,Berkeley,,Research Frontier,,,,,,0,,
4.6,Action,NYU,,Research Frontier,,,,,,0,,
4.7,Action,Google,,Research Frontier,,,,,,0,,
4.7.1,Action,Talk by Tim Lilicrap,,Research Frontier,,,,2019-04-02 05:50:20 +0000,60m,0,,
4.8,Action,Toronto/Montreal,,Research Frontier,,,,,,0,,
4.9,Action,UCLA,,Research Frontier,,,,,,0,,
4.10,Action,Misc,,Research Frontier,,,,,,0,,
4.10.1,Action,Jun-Yan job talk,,Research Frontier,,,,2019-03-13 23:15:09 +0000,30m,0,,
4.10.2,Action,Jiajun Wu job talk,,Research Frontier,,,,2019-03-20 01:54:16 +0000,60m,0,,
4.11,Action,Literature Reading,,Research Frontier,,,,,,0,,
4.11.1,Action,Aug,,Research Frontier,,,,,,0,,
4.11.1.1,Action,Literature reading session,,Research Frontier,,,2019-08-05 06:00:00 +0000,2019-08-04 18:49:06 +0000,60m,0,,
4.11.1.2,Action,Literature reading session,,Research Frontier,,,2019-08-06 06:00:00 +0000,2019-08-07 20:57:34 +0000,60m,0,,
4.11.1.3,Action,Literature reading session,,Research Frontier,,,2019-08-09 06:00:00 +0000,2019-08-08 18:54:27 +0000,60m,0,,
4.11.1.4,Action,Literature reading session,,Research Frontier,,,2019-08-11 06:00:00 +0000,2019-08-11 00:12:50 +0000,30m,0,,
4.11.1.5,Action,Literature reading session,,Research Frontier,,,2019-08-19 00:00:00 +0000,2019-08-18 03:12:58 +0000,30m,0,,
4.11.1.6,Action,Literature reading session,,Research Frontier,,,2019-08-20 00:00:00 +0000,2019-08-19 19:50:06 +0000,60m,0,,
4.11.1.7,Action,Literature reading session,,Research Frontier,,,2019-08-21 00:00:00 +0000,2019-09-01 07:00:00 +0000,30m,0,,
4.11.1.8,Action,Literature reading session,,Research Frontier,,,2019-09-03 00:00:00 +0000,,60m,0,,
5,Project,Machine Learning Theory,active,,,,2020-01-01 01:00:00 +0000,,9000m,0,,
5.1,Action,Conformal Prediction,,Machine Learning Theory,,,2020-01-01 01:00:00 +0000,,1800m,0,Expected time: 40h,
5.1.1,Action,Note Taking,,Machine Learning Theory,,,,,600m,0,,
5.1.1.1,Action,Note taking chapter 6,,Machine Learning Theory,,,2019-04-02 00:00:00 +0000,2019-04-01 20:03:01 +0000,60m,0,,
5.1.1.2,Action,Note taking chapter 8,,Machine Learning Theory,,,2019-03-24 00:00:00 +0000,2019-03-25 05:39:09 +0000,80m,0,,
5.1.1.3,Action,Note taking chapter 9,,Machine Learning Theory,,,2019-04-07 00:00:00 +0000,2019-04-09 05:18:06 +0000,60m,0,,
5.1.1.4,Action,Note taking chapter 7,,Machine Learning Theory,,,2019-03-14 06:00:00 +0000,2019-03-14 00:37:02 +0000,90m,0,,
5.1.1.5,Action,Note taking chapter 4,,Machine Learning Theory,,,2019-03-24 00:00:00 +0000,2019-03-24 22:08:13 +0000,60m,0,,
5.1.1.6,Action,"Note taking chapter 3, 5",,Machine Learning Theory,,,,2019-03-13 23:12:06 +0000,120m,0,,
5.1.1.7,Action,Note taking chapter 1-2,,Machine Learning Theory,,,2019-03-11 00:00:00 +0000,2019-03-12 01:21:38 +0000,120m,0,,
5.1.2,Action,Reviews,,Machine Learning Theory,,,,,600m,0,,
5.1.2.1,Action,Review 3,,Machine Learning Theory,,,2019-06-22 00:00:00 +0000,2019-06-21 20:52:28 +0000,60m,0,,
